URL,epigram,book,manuscripts,texts,keywords,scholia,comments
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.31/,5.31,5,True,6,11,2,4
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.32/,5.32,5,True,8,8,2,3
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.33/,5.33,5,True,5,9,1,0
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.34/,5.34,5,True,5,9,2,1
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.35/,5.35,5,True,5,7,2,3
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.36/,5.36,5,True,4,9,2,4
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.37/,5.37,5,True,6,6,2,0
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.38/,5.38,5,True,3,8,2,1
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.39/,5.39,5,True,7,9,2,1
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.40/,5.40,5,True,4,10,2,3
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.41/,5.41,5,True,6,6,2,0
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.42/,5.42,5,True,5,6,2,0
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.43/,5.43,5,True,3,7,2,1
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.44/,5.44,5,True,3,9,2,2
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.45/,5.45,5,True,3,8,1,1
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.46/,5.46,5,True,3,9,2,1
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:5.47/,5.47,5,True,4,7,2,0
